Hybridization REF	TCGA-AP-A05J-01A-11R-A00V-07
PSMB6	-0.41325
PCDHB8	-0.503
PHC3	-0.833
PPP1R8	0.1135
NOVA2	1.54916666666667
TNFRSF11B	-5.076
GOLPH3	0.162166666666667
UBLCP1	-0.47475
SUHW3	-0.22275
TTLL1	0.9415
OPN4	0.32
OR13G1	0.556
ZPBP2	-0.3876
HSD17B11	-2.2555
C9orf50	1.0025
DHDDS	-0.519071428571429
CTSW	0.4844
NEFM	-2.3206
MRPL28	0.6065
SYN1	0.786
PIGV	-1.6655
ZIM2	0.62275
APBB1	0.573166666666667
SND1	-0.6925
C1orf123	0.371333333333333
CHD3	2.415
BHLHB8	0.45775
RNASE2	-0.590166666666667
BCAP31	1.226875
SLC25A44	0.311
CHD6	0.3688
PIB5PA	1.75092307692308
SELS	-0.231625
LOC541471	-1.412625
FAT2	1.147
ZNF81	-0.554
OR4C16	2.1245
FLJ10081	0.4097
LRRC4	3.8235
CS	0.308666666666667
N4BP2	0.633375
IGFBP7	-0.469
ZNF318	0.656083333333333
NDNL2	1.30975
ZNF609	0.596
SIRT4	1.18525
EXOSC10	-0.8035
ECE2	0.343083333333333
OVGP1	-0.2775
GTPBP3	-0.26425
PACS2	0.5378
C19orf36	-1.7255
ARL4C	2.32675
ATG4B	0.213
UBQLNL	1.92925
RHOXF2B	-4.8115
PLEKHG2	0.868
GALR1	1.9465
AQP4	-0.246166666666667
HDAC7A	1.59766666666667
DCUN1D3	0.2595
OR8A1	1.085
CCRN4L	0.2065
CBR4	-0.304333333333333
KIFC1	0.426666666666667
SLC7A14	-0.91425
LHX5	0.8305
TRPC7	-0.8045
LPXN	-1.93675
SERPINA1	-3.92825
RPS13	-0.8398
BPIL3	-1.1485
PRKAA1	-2.08075
FADS2	1.5973
ENAH	-0.5221875
PRO1768	0.9265
APBA2BP	-0.43425
LIPH	-0.662833333333333
C3orf33	-0.336
RCC2	0.505642857142857
ALDH1A2	-2.9192
RNF103	0.623
AHCY	0.461375
ALG12	0.269
CCL17	-0.56225
ZNF543	0.8735
ESRRG	1.9375
CNGA1	0.60525
RDH5	-1.28533333333333
OTX1	0.8181
PTGFR	-1.44133333333333
CDR2	-0.229625
SELE	0.682
NLGN2	0.467333333333333
EXOSC9	-0.02475
ZNF566	-0.1405
KLRC2	-5.551
GPR12	0.8125
KIAA0196	-1.195
PDRG1	0.8535
SSR3	-1.31664285714286
MSI1	0.818
CST9	-0.504
CC2D1A	0.621875
PLAGL1	0.108
ZNF778	-0.69
RNF2	-0.6295
KLF6	-1.06616666666667
THBD	-1.334
tcag7.1314	1.50825
NR5A1	0.469
ABCD2	-0.19425
DNAJC7	-0.82575
CLEC4C	-1.233
TM2D3	0.10375
CCDC4	-0.345
PLAC2	-0.70975
DCD	0.882
FAAH	1.759125
POLA1	0.0845
TM7SF2	2.65725
FLJ39822	-0.346333333333333
FLOT2	0.9585
MAP4K1	-0.2945
SRP68	0.726875
C21orf74	1.4065
ARPC5	-0.468125
LOC126075	1.40625
HECW2	-0.813285714285714
ZDHHC4	-1.38475
ANKRD42	0.9067
PDE9A	1.79416666666667
ABCA8	-0.97075
NDUFS2	-0.90925
UBR5	-0.653625
BTBD16	-3.2485
LOC554174	-0.3645
ZNF20	0.727
KIAA1843	-0.61
WDR17	-1.01814285714286
C15orf33	-0.55
RNF113A	0.2715
CAMKK1	-0.098
CLCN2	1.611
ANXA6	-0.5025
LOC340069	-0.3185
EMID1	3.371125
DPM3	0.378333333333333
ELA1	1.3235
SLC25A13	0.6749
KRT24	-0.0105
SMPD1	0.661833333333333
TH	1.419125
COL6A2	-1.207
ANKS1B	1.429
GPR126	-3.4568
ZC3H12A	-0.658333333333333
TMEM47	-0.539833333333333
C2orf51	-0.484333333333333
C1orf88	2.97533333333333
HSF2BP	1.59375
AKAP10	-0.79375
RPAP3	-0.871
KLHDC8B	0.985875
STOM	-1.2499
MUPCDH	0.0865
C10orf72	0.04325
PLEKHA3	0.0948333333333334
TCP11L1	-0.9485
CWF19L1	1.50675
SPEF1	1.33915384615385
YSK4	0.27025
ELN	2.3647
SAMD8	0.503666666666667
MPI	-1.33016666666667
MEPCE	0.4859
ABCC3	-0.416625
NANOGP1	-4.324
KCNK17	0.826
HLA-DMB	3.96933333333333
RRAGA	0.2855
ANGEL1	0.4535
RBM32B	0.273
CPN1	-3.18625
MGC52282	0.7583
HLA-A	0.672083333333333
OR9G4	0.946
EDNRB	-3.69475
SCD	-0.681785714285714
C14orf80	-0.224333333333333
BAGE2	0.196
RABL4	0.333666666666667
RCVRN	-0.541
SHANK1	1.1685
NLRP7	-2.41425
CD226	0.05175
STAT3	0.043375
SYNJ2	-1.47377777777778
TPCN2	1.15533333333333
WDR36	-1.28575
MBD4	-0.5185
ROBO1	0.0391
ST3GAL6	-4.53075
SLAMF8	2.255
ATN1	0.9165
GPR141	1.19275
KRT36	1.1915
TPH1	0.4905
DDX52	0.1615
ZSCAN29	-0.316666666666667
TRPT1	0.628166666666667
DPEP3	0.798
DENND4A	-1.80175
TSPAN16	null
PTCHD2	-0.098
LOC145814	1.453
CAP1	-1.11183333333333
EIF5A2	-1.4493
NT5DC3	-1.922625
SEPT9	-0.094
SEZ6L2	0.517125
EGFLAM	3.435
VPS11	1.0185
NDUFB5	-0.854166666666667
CIDEA	0.3385
IER5L	1.228
N6AMT1	-0.743
FAM83C	0.77375
OXR1	-0.0439166666666666
IRX1	0.316
DGKB	-0.475166666666667
GCN5L2	-1.741
MIR16	0.252375
FBXW9	-0.0715
WDR4	-2.24016666666667
PDC	-0.239
VPS33B	0.04375
HEXB	-1.0945
FLJ32214	0.6705
TCEB3	-0.691
CRLF1	-4.5705
ABI3BP	1.3275
C8orf22	-4.102
PYCR1	-1.4815
KIAA1706	2.46175
CDK5R2	0.808
WAS	-0.2795
C12orf60	-0.5325
CCBL2	-0.430625
MADD	-0.2735
C5orf34	-1.05975
WDR42A	0.0675000000000001
KLF12	-0.1445
HSPA1A	1.21925
ITM2C	3.01491666666667
DAPK2	1.56283333333333
LOC442590	1.636
SUMF2	-0.528875
CENPA	-0.0351538461538462
TMED5	-2.30425
CDH6	4.2338
BRP44	-0.1035
THG1L	-0.34175
GABRA2	1.2515
C14orf166	-0.13075
MYL1	-1.26966666666667
TNFSF18	0.581
PAP2D	-1.71566666666667
PPIB	0.83275
KLHL4	-0.901333333333333
SFN	-0.836
CCDC127	0.11925
FRAP1	-0.43275
GOLGA5	-0.65675
SDCCAG1	-0.116625
MGC21675	-0.0346666666666667
C10orf95	0.78975
KIAA1345	0.196
C1orf163	-0.4555
LACE1	-1.32733333333333
OR10K2	0.1895
CENPN	-1.47172
TMED2	0.25025
UGT1A6	-1.7435
ANG	-3.67675
U2AF1	0.545166666666667
CASC2	1.17916666666667
NMT2	-0.8015
OSGEPL1	-0.850625
DFNB31	-0.7615
SLC6A20	1.53125
DKC1	0.41675
FXYD4	2.049
WDR64	0.02875
MGC5590	0.5465
CREBZF	-1.13233333333333
DAZ1	0.2425
PRPSAP1	-0.967
GCHFR	-0.86175
TTC7A	-0.13075
LOC196993	-0.0465
UBD	-1.35166666666667
S100A1	-0.12025
RPL6	0.727833333333333
DNAJB6	-0.6186
NAGS	-0.6129
C2orf58	-1.0015
KERA	0.518
MT1X	-1.1774
UBE2B	-0.028
KEAP1	0.32125
MST1	-2.025375
OMA1	-0.9825
ABLIM2	0.9305
BCL2L13	-0.839333333333333
JAZF1	-1.03766666666667
TMEM63B	2.1855
S100A8	2.5812
ARFIP2	0.36325
UROS	1.49375
KHDRBS2	2.0815
POLQ	-1.27625
SOAT1	-2.37025
SPAG4	-1.15375
MRPS30	-1.629
LOC494141	-0.80975
OR2T11	0.436
ORAOV1	0.0844
ZNF184	-0.365833333333333
TCEB3B	-0.2324
ADAM21	1.123
GDPD1	0.36175
SPINLW1	0.03225
PRR14	1.22183333333333
KCTD9	-2.1387
NUDT3	1.40925
KIAA1822	-0.0526666666666667
HIST1H4K	-0.191
DFNA5	-3.7025
GABPA	-0.4115
C14orf44	-0.4885
POLB	-0.656625
PTAR1	-1.33575
SEC31A	1.0579
TRIM58	-1.93625
TAS2R14	-0.4885
VPS8	-0.104875
H1F0	1.10283333333333
PRKCB1	-3.92066666666667
UGT2A1	0.3775
TOR1B	-1.49225
LSS	-0.871166666666667
C2orf19	0.444
HNRNPC	0.356
TMEM100	-0.0693333333333333
LOC116349	0.22025
OR51M1	1.091
CCDC142	0.1155
ISG15	1.79375
ZCCHC14	-0.641
CREBL2	-1.054625
TGDS	-1.4455
DC2	-0.755
CACNA2D3	-0.939642857142857
ZNF429	-0.805625
LYPD6	2.57883333333333
SUCLG1	0.150333333333333
OR51I1	-1
MAGEH1	1.1165
PRPF40A	0.4885
SMR3A	1.013
SPINK2	-0.6285
THAP2	0.1935
NPY5R	-1.03942857142857
IRF4	-3.4625
SPESP1	-3.043
OR10S1	1.6285
DTD1	0.03675
TUBE1	-2.34975
DDX19A	-1.725
PDPN	0.968
TMEM34	0.847416666666667
MGAM	-0.713333333333333
COL3A1	3.41511111111111
GFM2	-0.5992
OR5A2	1.1495
PSG9	-1.158
ARHGEF11	0.491
IVNS1ABP	-0.5810625
SIGIRR	1.8535
DUSP19	-0.143
DNAJC14	0.8463
ACSS1	0.1785
IL1RAPL2	0.7645
C4orf30	0.149
SEPT4	0.3315
LANCL3	-1.871
SPAG17	1.123
PRDX3	-1.18271428571429
HNF1A	-1.152875
P4HA2	-1.118625
RFWD3	-0.347
MOV10	0.79225
DNAJA5	-0.519142857142857
LOC729440	0.502
LOC200383	0.273875
SMC2	-0.3965
MIXL1	-1.002
TMEM9	0.86825
FAM86A	1.212
ZNF174	0.5458
MYH14	-0.444
CCR8	-0.303
VPS37C	0.2
GPATCH1	1.146
B3GNT8	3.6295
TBX4	-0.6645
CNR2	0.3745
PCDH1	1.8805
C5orf29	0.8315
OCIAD2	2.20375
PLCG2	0.97225
KIAA0247	1.0365
HRH3	0.5829
CAPN13	2.073625
CCR1	-0.931333333333333
MGC15523	0.730647058823529
UVRAG	-0.729
DNAJA2	-0.0641666666666667
ITGA2B	0.437666666666667
CLDN5	3.52825
PTPRN2	-3.13361538461538
ZNF512	0.513
PSAP	-0.0351428571428572
CCDC140	-1.725
LRRC55	0.24325
CYP26C1	2.2105
C8orf47	3.9895
LYN	-0.559
DUSP6	1.4395
TGFB3	0.126333333333333
ELK1	0.1944
PCDH11Y	0.566166666666667
HGD	-4.20425
C17orf58	-0.331
MYO3A	-0.022
SERPINE2	-5.01583333333333
AARSD1	-1.02525
C14orf73	-1.10975
ADAM33	0.29425
ZNF491	0.222
MAPK6	-0.873166666666667
TCN1	-2.20616666666667
SLC24A6	1.6275
UBE2R2	0.90275
H1FNT	0.38325
TATDN2	1.07983333333333
LILRB1	0.2905
P2RY5	-1.5415
NUCB2	-0.529
C2orf37	0.693
SNX27	0.343166666666667
MTA3	0.811375
FOXO4	0.056125
ID4	2.26916666666667
SOX5	1.238
PXMP3	-0.594375
OR52M1	0.346
SFT2D3	0.55575
INA	1.33216666666667
MCOLN1	-0.08225
NFIX	1.1291
CLEC14A	4.84133333333333
HIBCH	-0.697
PLA2G5	-0.7875
TIMM10	-0.878
MED17	0.0425
COL4A4	-0.1905
TPP1	-0.688666666666667
GJA3	-1.27066666666667
TMPRSS5	-0.36775
AADACL3	1.0435
DNMBP	0.31875
ENPP5	2.30466666666667
NQO1	-4.7004
ZSCAN2	1.027375
SEC24C	0.278833333333333
GTF2A1L	-0.519
AXIN2	0.7669
FAM33A	-0.505166666666667
C16orf13	0.69525
SPNS2	1.524
TAF1	0.2105
AP1G2	0.200166666666667
RBM42	1.017
HCN2	0.737333333333333
EFHB	0.203833333333333
RUSC1	0.5015
GRIK5	0.9365
USP21	0.606833333333333
ATAD3C	0.90425
ORMDL2	0.475
PRSS7	-3.80475
PSAT1	0.401
FLJ13195	-0.983
TBC1D1	0.990666666666667
IFNG	0.684333333333333
OTOS	0.9245
ZNF773	0.273666666666667
EMD	0.52025
RETN	-1.0695
CCL8	1.2045
APH1A	0.7925
COX18	-0.514
GTF2IRD2	2.8685
CCDC82	-1.16475
PAFAH2	-0.6124
NPEPL1	-0.4311
RP11-114G1.1	-0.217
TP53INP1	0.22875
ZNF300	1.582
FOXL2	0.12625
LARP2	0.02875
LATS1	-0.52925
HTR6	0.4105
SPOCK2	2.59416666666667
RNF144B	3.25066666666667
HTATIP2	-1.889
MGC10334	0.189166666666667
CENTA2	0.898166666666667
FGF2	-2.928
FXYD7	0.48875
PHYHIPL	-1.5985
GPR34	0.8555
DDX6	-0.0836666666666667
OR10W1	0.519
LHFPL1	-0.244
ZNF313	-0.932785714285714
VPS28	-0.15775
AP3M1	-0.4397
AKR1CL2	-0.936
TRAF4	1.60325
OR2B11	0.8325
C19orf12	0.2775
AKAP9	-1.0688
C1orf62	0.1785
SLC20A1	-2.3613
FAM112A	1.32433333333333
LDB2	0.14075
MRPS23	-1.1365
KLK5	3.738125
SPTB	1.2246
EFEMP2	2.04525
EFNB2	3.157125
PCM1	-1.191
NMNAT3	1.838875
TSG101	0.0975
C8orf40	-0.32
NOB1	-1.20925
ABHD3	-2.2785
GTF3C4	-0.25125
PIGN	1.34116666666667
GALNTL1	-0.522
AEBP1	-0.199625
OR9Q1	1.247
ANKRD2	0.27575
CCL28	0.20425
TRIM38	0.813166666666667
TMCC1	0.776666666666667
SMG5	0.3175
LRRC7	-0.3475
NCAPD2	0.0901666666666667
C6orf153	-0.05075
C1orf74	0.0215
OTUD6A	0.998
DCP2	-0.665166666666667
TMEM24	0.48225
RPL18	-0.2215
TMEM177	0.355
LRRC37A3	0.16625
C1D	-1.48566666666667
LDHC	-1.48075
UBE4B	-0.6175
NIT1	-0.269625
BTN3A3	-0.72325
RASD1	1.255625
COMMD3	0.17375
SHFM1	1.49025
BIRC8	0.545
DUT	-0.289
C12orf51	0.2795
LRRC59	0.386666666666667
LY6H	0.65125
WDR22	1.19791666666667
EDEM1	-0.938
ADH1A	2.3525
PANX2	-0.3479
CYP11B1	0.654
CDC73	-0.6795
GPR172A	0.22575
GSTM3	0.190769230769231
KCNA5	0.9095
SERAC1	-0.0121666666666667
NFATC2	0.383
ANAPC5	-0.7523
C15orf24	-0.5955
NFATC2IP	-0.671333333333333
TNRC6C	0.666833333333333
MGC102966	-0.684125
FGD5	0.913833333333333
MED9	0.28425
RAB13	0.396
C15orf49	0.044
CRYGS	-1.1409
C12orf53	0.5026
LOC283693	-0.806
COX6B2	0.0165
PHF14	-0.3685
FAM3A	0.813875
RPL13	-0.6969
PRDX2	0.3036
FLJ34047	-1.86575
PRMT3	-1.47625
KCTD19	-2.136
TRIM10	-0.116833333333333
MGC26597	0.3315
GCNT4	0.54525
GPRASP1	-0.831
CDKN1C	3.04383333333333
RHBDL2	0.169
HSPH1	-0.6915
AQP1	2.261125
COL17A1	-3.242
GFAP	0.893571428571429
CDC16	-0.30275
KIAA1614	0.1605
C6orf118	1.35033333333333
ZSWIM5	-1.324
FAM83F	3.21475
LYNX1	0.3935
SYNPR	2.27925
XG	-0.946
PRSS16	-3.62725
KIF13B	0.794642857142857
PCDH9	-0.893375
HIST1H2AH	-4.62592926927149e-18
RBM18	-0.93325
ZNF626	-0.22975
HEXIM2	0.194833333333333
ITFG1	-1.238
TUBG2	-1.4465
SFRS7	-0.38925
C9orf14	0.495
EXTL1	-1.994
GBP3	0.729
WDR5	-0.93925
RARG	1.10683333333333
MYO7A	-0.016
CECR6	0.52925
C13orf3	0.320875
SFRS18	0.023
ACVR1B	0.6635
PSMD1	0.3057
C7orf31	-0.504833333333333
ILVBL	0.0875
IFNGR1	-0.676
RNF186	0.5525
NOL9	-0.644
MAGEL2	3.90125
SLC29A2	0.308
NHSL1	0.6705
RBMX	-0.0065
PSORS1C2	0.616875
RAD51L3	-0.618583333333333
LCN6	1.01525
ORAI2	0.910875
BRUNOL6	-0.2039
OR4K5	0.399
CDC123	-0.7175
MSLN	4.288
WWTR1	0.207666666666667
ZNF700	-2.1782
COBL	-0.26975
PPP1R16B	-0.1175
GAS7	1.8226
MDN1	-1.364
HAAO	-0.238
C9orf68	-0.413
TNFAIP2	2.5955
FOXN1	0.1385
hCG_2033311	0.415166666666667
ATP6V0D2	-0.537
RPL41	-0.273375
SLC38A1	2.525875
ARHGAP6	-1.37716666666667
ADAD2	0.42875
PHF20L1	-0.38975
MCM3AP	0.474833333333333
ST3GAL3	-0.653333333333333
SNX1	1.03433333333333
ELF5	0.68
PARP3	0.78675
RBM8A	-0.0550625
LINGO4	0.957
ITGA9	1.15533333333333
ZFR	-0.149
ACSL6	-0.78775
FLJ20699	-0.4426
DAOA	0.089
FABP4	1.794
KCNB1	-1.7175
CANX	-0.8538
SLC25A28	1.12083333333333
ADIPOR2	-0.267375
ECHDC2	1.587625
SMA4	-0.584
FRZB	5.046125
PABPC1	-0.3725
DMRTB1	0.307125
APOBEC3G	-1.23875
CATSPER2	-0.892166666666667
CUEDC1	2.3555
STARD9	-1.28775
CLDN8	1.29475
LOC23117	-0.415363636363636
E2F6	-0.976611111111111
TMEM126B	-1.151
DPY19L4	-0.727
GIMAP5	2.27116666666667
NDUFA9	-0.1455
FAM77C	-3.258
CTPS2	3.1475
LOC51035	0.50825
WDSOF1	-1.61775
EGLN3	1.842125
PITX3	0.898333333333333
OR52E8	0.9995
GRM4	-0.0925
KLK1	0.450666666666667
GPM6B	-1.79125
RRAGD	-0.106166666666667
PAGE5	-3.20525
UCHL5	-1.8875
ULK3	0.759833333333333
AIM2	-0.735666666666667
PNO1	-1.86966666666667
OR2F2	1.2975
GNAT2	-0.8935
SIX1	2.5685
ST13	-1.16325
ZBTB44	0.546
TIMP2	0.7945
ZMAT4	-1.60025
GTF2IRD1	1.57966666666667
ZNF19	0.031
ZNF714	-0.43575
RSC1A1	-0.45725
C9orf80	-0.0195
PSMA8	-0.1168
TMEM141	-0.65725
COX4I1	-0.211428571428571
CTAGE1	-0.250666666666667
DTWD1	-1.16825
HSD11B1	1.17625
KRT6B	-1.252625
ARID4B	-0.0035
LHFPL3	1.352
WWP2	0.0758181818181818
ZNF326	0.301666666666667
RGPD1	-0.8725
CTSH	1.82216666666667
FASTKD1	-0.489875
PAF1	0.9554
TTC9C	0.1385
IFT57	0.3495
PRSS36	0.612
IL20RB	-1.688
ZNF592	1.2
DCTD	-0.8764
CFP	0.75625
MFNG	-1.64875
JMJD2B	-0.184
ALDH3B1	0.071375
THSD4	3.982
KCNJ5	2.547
LMNA	-0.454666666666667
TBCD	-0.16875
ZNF250	1.39166666666667
CASQ2	1.1164
PEG10	-2.315
PRAME	0.8902
NP	0.732
TRIM59	-0.378666666666667
ZNF12	-1.7625
XTP3TPA	-1.51475
SIGLEC7	-1.5346
PANK4	0.32425
FAM70A	-3.01916666666667
SNED1	0.118
HIP1	1.7798
RAET1E	-1.472
AMAC1L2	-0.8535
AHNAK2	1.058
TOE1	-0.314833333333333
RECQL4	-0.824
SPRYD3	0.57975
DPAGT1	-1.0135
MAGED2	1.0834
ANKRD55	-1.36025
TRPS1	0.517666666666667
DOK7	1.78825
TFPI2	-2.9405
GTF2H3	-0.274833333333333
CYP4F11	-1.70466666666667
LHX2	-5.109
ATG16L1	0.6465
ASB12	1.196
C1orf116	2.177125
NF2	0.60605
POM121	0.3144
PHYHD1	3.5208
TXNDC17	-1.01116666666667
DKFZp779O175	0.08425
NUP62	0.245785714285714
MYO18B	-1.48983333333333
PRAMEF1	0.1165
TCBA1	-0.0155
TMEM168	0.24025
FJX1	2.1525
CLCF1	2.157
SEPN1	-0.479
IGSF2	1.03325
NUDCD1	-1.033
TFF3	0.6365
NDFIP1	0.254142857142857
CHCHD4	0.6435
TNR	0.036
CUTA	-0.0513333333333333
USP44	-1.8355
DPP10	2.96483333333333
IWS1	0.410666666666667
PCGF1	1.07625
SULT1C4	1.05
NTF5	2.7755
PTPN13	1.323
SSTR5	0.4135
SFRP1	-2.4235
IDH3B	-0.216375
SUOX	2.2975
TMCO5	-0.294666666666667
GOLT1B	-1.82275
MIB1	-0.699214285714286
PCDHGB1	0.52
SUSD1	0.000249999999999997
ICAM5	-3.019
PAPOLB	-0.532333333333333
URM1	0.1188
TMEM106B	-1.19733333333333
LRIG2	-0.2015
SLC27A5	-1.79175
CLIC6	-0.1205
ZNF420	0.467333333333333
SCN9A	-0.791333333333333
KIAA1909	2.66975
ELMOD1	-2.229
PRKAG1	-0.29425
FAM64A	-1.07644444444444
EEF1G	-0.3444
SMAD5	0.623
INCENP	-0.855
WASF2	-2.172
GARS	-0.7625
CDK10	-0.816
HLX	1.03533333333333
MDM4	0.125
ZNRF1	-0.0352857142857143
HHATL	0.689
FAM21C	1.1267
HIST2H3C	0.28
PFDN2	0.632125
ZNF200	-1.04275
NDN	-2.89525
HBA2	-3.08983333333333
FBLN5	3.039875
PUM1	-0.0348571428571429
TNNT1	0.646
C19orf59	-1.04116666666667
HNRPH2	0.00616666666666666
RAB7A	0.474666666666667
PMS2	0.0175
BIRC3	-3.07016666666667
NRSN2	1.012
OR52K2	1.0185
SPOCK1	-1.4365
H2AFY	2.14
RXRB	-0.114
ZNF638	0.539666666666667
ANKRD45	2.531
ACTN4	0.557166666666667
FXC1	0.8695
EIF2B5	-0.548
VPS33A	0.334
PINK1	0.2895
FAM106A	-0.159
SKIP	0.559875
GAPDHS	0.272
MUM1L1	-0.2895
PSTPIP1	-0.02075
CNTNAP1	-1.4236
CYP26A1	-0.4775
APOL2	-0.4197
TACC2	0.988
COX7A2L	-0.544857142857143
HSD17B1	0.3024375
ARRB2	0.08075
SLC7A6	-1.0833
HSD17B10	-0.00525
RBJ	0.37025
NUP155	-2.8105
MRPL10	-1.405
CYCS	-1.84575
CCDC46	-0.25
TECTA	0.3075
GNAL	0.28725
LPO	0.372
PEBP4	0.338
DDX11	-1.0035
C18orf12	0.656
TAF9B	-1.74425
IMP4	0.455
RPA4	-0.185333333333333
NDUFS1	-0.6875
UPK1A	0.254333333333333
ARRDC2	-1.73233333333333
C18orf20	0.869
AES	0.470857142857143
CD2BP2	0.2085
C16orf54	-0.5605
UGT2B17	-2.081875
FGFR1	1.32018181818182
CEACAM6	-3.0535
CHRM5	0.78625
CERK	-0.2955
AP3S2	0.702214285714286
ANKS4B	-0.9435
CLCNKA	1.12166666666667
ZNF208	-0.028
HLA-DRB5	3.918
CARKL	0.661
GOT1	1.33916666666667
CASP6	0.939
HOXA1	0.442
RCL1	-1.04225
ZNF181	0.0605
RAB40B	0.2015
MRPL38	1.367125
LRRN2	3.78375
C3orf25	0.692
OR5D14	0.0535
OR10AG1	0.3625
BET1L	0.8732
FRY	2.759
AK3L1	-0.1115
CSF3R	0.282166666666667
POLR3K	-0.940666666666667
ATG2B	-0.555
EPS8	-1.81816666666667
DARS	-0.795625
C10orf56	-0.7885
DAD1	-0.143166666666667
RIOK1	-0.0443333333333334
HERC2	0.7105
HSD11B2	3.149
FAM96B	-0.69
MGC13057	0.494875
BSN	0.273
CAND1	-1.2395
HCST	1.95625
ACTR10	-0.8785
OR8D4	0.279
NASP	0.0032
COL9A2	3.34166666666667
LYZL1	-0.004
GPC5	0.18025
TBL3	0.137666666666667
CENTD2	0.6867
OR5AP2	0.0553333333333333
TLR1	-0.9085
LMO6	0.489
ZIC2	-3.63925
CPNE5	0.523
ZMYND15	1.53075
FLJ22374	0.99775
CCDC106	2.2165
PARP16	-1.11225
PDIA3	2.083
C14orf126	-1.201
CECR2	-1.124
SFRS1	-0.204785714285714
FIGLA	-0.541
DCP1A	-0.2785
MGC45800	-2.026
TEKT1	1.03816666666667
C10orf67	1.303
CLN5	-0.39725
NTN2L	0.5305
GLE1L	-0.461
CES2	-0.6924
GNAS	0.594166666666667
DDX53	-1.2245
TSPAN13	-0.775
MRPL52	-0.2609
SPIRE2	0.455375
TAS2R39	0.4565
SCUBE3	2.4305
UCRC	0.8203
CDKL3	-0.4865
KIAA1715	-2.1976
ZNF345	1.14375
RTF1	0.6615
DHRS7	-1.0015
RIPK4	1.42283333333333
EXOSC2	-1.60566666666667
MS4A2	-1.11933333333333
FGF17	-0.183
WDR59	-0.868125
EVI2A	-4.17925
IL17RC	0.728
HS3ST1	1.4775
ITGB1BP2	-0.2985
RBPJ	-0.875333333333333
GIMAP1	1.252
INE1	-0.735
ALDH18A1	0.452625
TPI1	-1.006
GATA6	-4.81275
CABP1	0.499833333333333
ZNF484	-0.55625
DAPK3	0.0225
GJB1	-2.48833333333333
PIN1	-1.02375
SLC6A15	-2.39216666666667
CNO	-0.1225
RIN2	0.783625
FRRS1	0.1
CYorf15B	-3.49033333333333
DMRT3	3.173
ATAD1	-0.18925
OTUD4	0.132277777777778
ATOH8	-0.22675
ZSCAN16	1.772625
ASCC1	0.126
OTUD3	0.57825
MGC33212	-0.3515
YME1L1	-0.661125
RP11-218C14.6	-0.1395
PCBP4	1.78175
TNFRSF10A	-1.453
CDH10	-3.3815
KL	1.76016666666667
SCP2	-0.570583333333333
C9orf119	0.764875
SON	-0.01825
MAFK	0.293
SBNO2	0.1755
SLC6A6	1.04308333333333
SC4MOL	-1.855875
FAM35B	0.335125
PPP1R9A	2.043375
PDZRN3	2.023625
CXorf20	0.7125
C6orf126	-0.96575
AVEN	0.14925
FLJ21075	-1.8015
C14orf132	-0.53525
PCK2	-1.291
GUCY2C	-1.936
BARX2	-0.724666666666667
PEX11G	0.143
DAO	-1.49183333333333
C10orf49	0.86075
EDNRA	0.321833333333333
PPP2R5A	0.6942
DDX39	-0.190166666666667
SERF1A	0.93825
ASCIZ	-0.2571
FNDC8	0.899
PTMS	0.8125
PHF7	-0.92875
PIP4K2B	-0.093375
HHLA2	0.207
BDH2	1.1727
APOBEC2	-0.77575
PENK	-0.3235
SMAD9	-0.6675
MT3	3.29725
RGL1	-0.00475000000000003
ATG10	-0.977625
DLGAP4	1.90766666666667
APPBP2	-1.85578571428571
BACE2	-0.841285714285714
LOC339344	0.825333333333333
ZNF395	-0.5763125
HIST1H2BL	0.0985
ZNF467	1.555625
SLC25A21	-1.83725
PALM2	0.211
NSUN5C	-0.0225
IL5	-0.0508000000000001
CLSTN2	2.77425
ANXA8L2	-2.13875
PTGES	-1.197375
GDAP1L1	-2.39116666666667
OPRK1	1.74333333333333
WDR20	-0.63475
C12orf4	-0.723875
NUP88	-0.809
XRCC6BP1	-0.1365
FCGBP	1.25935714285714
LEMD2	0.82425
NOMO1	-0.13
C10orf79	1.27425
ZNF79	1.115
OCRL	0.1589
HSPA8	-2.46916666666667
DIDO1	-0.240583333333333
PLA2R1	1.1465
COG3	0.3998
NGDN	-0.09725
CBFA2T2	1.00825
PNOC	4.3635
PRRG1	0.2165
AGGF1	0.230428571428571
DPF2	1.12675
YIPF7	0.443
TRPV5	0.134
ZNF322B	1.04
MED12	0.628166666666667
CARS	0.590666666666667
ABCC11	-0.419
C9orf25	0.1365
MYH1	-0.2915
FRYL	-0.11675
AGTRAP	-0.72875
MMP27	2.0915
ZNF432	-0.135625
OR8D1	1.8625
OR13D1	0.55375
VWA1	1.667
STON1	-1.511
IL5RA	0.59375
PERP	-0.0766
C10orf107	2.24683333333333
TNFSF12	1.0525
FN1	-3.03441666666667
MTR	-0.404833333333333
PHLPPL	-1.1645
ZNF425	2.02275
DHFR	-0.643611111111111
PPP1R12A	0.667625
RSPO2	-0.13
ZNF7	-0.12325
ZNF583	0.4935
TPMT	-1.2475
GPR132	-0.092875
OR2T12	0.041
SERTAD2	0.7342
ATP1A1	0.4357
FRMPD3	0.911
ZNF672	0.97575
PLXNB3	-0.055375
EML5	-0.8825
FAIM3	0.1555
UBQLN2	-0.427666666666667
SORCS2	2.6125
PRIM2	-1.028
ACVR2A	0.750666666666667
